instruNet waves in merged TEXT form #2

Notes:	
Date & Time:	01/20/2020	17:38:52
ChanName:	Ch1 Vin+	Ch4 Vin+
UserName:	Ch1 Vin+	Ch4 Vin+
vUnits:	Volts	Volts
hUnits:	Secs	Secs
PtsPerScan:	0000010000	0000010000
NumScansBeforeLastScan:	0000000000	0000000000
PtsInLastScan:	0000010000	0000010000
1stPtTime:	+0.000000000e+000	+0.000000000e+000
SamplePeriod:	+2.000000000e-001	+2.000000000e-001
netNum:	01	01
devNum:	01	01
modNum:	01	01
chNum:	001	004
BytesPerRow:	-1	-1
FirstDataByte:	-1	-1
key:	21940	21940
1904secs:	3662402482	3662402482
DataType:	+05	+05
Internal1:	+5.000000000e+000	+5.000000000e+000
External1:	+5.000000000e+000	+5.000000000e+000
Internal2:	-5.000000000e+000	-5.000000000e+000
External2:	-5.000000000e+000	-5.000000000e+000
Secs	Ch1 Vin+	Ch4 Vin+
+1.8552000e+3	+1.0793463e+0	+0.1008607e-2
+1.8554000e+3	+1.0799567e+0	+0.1058553e-2
+1.8556000e+3	+1.0762944e+0	+0.1028823e-2
+1.8558000e+3	+1.0756841e+0	+0.1020499e-2
+1.8560000e+3	+1.0726322e+0	+0.1008607e-2
+1.8562000e+3	+1.0701907e+0	+0.1009796e-2
+1.8564000e+3	+1.0775152e+0	+0.1020499e-2
+1.8566000e+3	+1.0756841e+0	+0.1020499e-2
+1.8568000e+3	+1.0659181e+0	+0.1033580e-2
+1.8570000e+3	+1.0732425e+0	+0.1028823e-2
+1.8572000e+3	+1.0732425e+0	+0.1047850e-2
+1.8574000e+3	+1.0775152e+0	+0.1050228e-2
+1.8576000e+3	+1.0738530e+0	+0.1051418e-2
+1.8578000e+3	+1.0793463e+0	+0.1025255e-2
+1.8580000e+3	+1.0683596e+0	+0.1015742e-2
+1.8582000e+3	+1.0756841e+0	+0.1003850e-2
+1.8584000e+3	+1.0787359e+0	+0.1008607e-2
+1.8586000e+3	+1.0695803e+0	+0.1005039e-2
+1.8588000e+3	+1.0714115e+0	+0.1022877e-2
+1.8590000e+3	+1.0781256e+0	+0.1003850e-2
+1.8592000e+3	+1.0714115e+0	+0.1027634e-2
+1.8594000e+3	+1.0769048e+0	+0.1026444e-2
+1.8596000e+3	+1.0769048e+0	+0.0982445e-2
+1.8598000e+3	+1.0817878e+0	+0.1026444e-2
+1.8600000e+3	+1.0750737e+0	+0.1044282e-2
+1.8602000e+3	+1.0775152e+0	+0.1020499e-2
+1.8604000e+3	+1.0872811e+0	+0.1008607e-2
+1.8606000e+3	+1.0750737e+0	+0.1013363e-2
+1.8608000e+3	+1.0799567e+0	+0.1053796e-2
+1.8610000e+3	+1.0903330e+0	+0.1046661e-2
+1.8612000e+3	+1.0756841e+0	+0.1037147e-2
+1.8614000e+3	+1.0842294e+0	+0.1044282e-2
+1.8616000e+3	+1.0872811e+0	+0.1003850e-2
+1.8618000e+3	+1.0738530e+0	+0.1018120e-2
+1.8620000e+3	+1.0976574e+0	+0.1020499e-2
+1.8622000e+3	+1.0799567e+0	+0.1001472e-2
+1.8624000e+3	+1.0781256e+0	+0.1046661e-2
+1.8626000e+3	+1.0762944e+0	+0.1034769e-2
+1.8628000e+3	+1.0750737e+0	+0.1001472e-2
+1.8630000e+3	+1.0738530e+0	+0.1006228e-2
+1.8632000e+3	+1.0891123e+0	+0.1033580e-2
+1.8634000e+3	+1.0854501e+0	+0.1020499e-2
+1.8636000e+3	+1.0878916e+0	+0.1015742e-2
+1.8638000e+3	+1.0799567e+0	+0.1022877e-2
+1.8640000e+3	+1.0891123e+0	+0.1020499e-2
+1.8642000e+3	+1.0830085e+0	+0.0996715e-2
+1.8644000e+3	+1.0732425e+0	+0.1033580e-2
+1.8646000e+3	+1.0921642e+0	+0.1039526e-2
+1.8648000e+3	+1.0744634e+0	+0.1001472e-2
+1.8650000e+3	+1.0744634e+0	+0.1006228e-2
+1.8652000e+3	+1.0903330e+0	+0.1027634e-2
+1.8654000e+3	+1.0732425e+0	+0.1020499e-2
+1.8656000e+3	+1.0762944e+0	+0.1033580e-2
+1.8658000e+3	+1.0994886e+0	+0.1008607e-2
+1.8660000e+3	+1.0817878e+0	+0.1001472e-2
+1.8662000e+3	+1.0811775e+0	+0.1001472e-2
+1.8664000e+3	+1.0988783e+0	+0.1046661e-2
+1.8666000e+3	+1.0854501e+0	+0.1006228e-2
+1.8668000e+3	+1.0750737e+0	+0.0988390e-2
+1.8670000e+3	+1.0970471e+0	+0.0996715e-2
+1.8672000e+3	+1.0744634e+0	+0.1013363e-2
+1.8674000e+3	+1.0830085e+0	+0.0989580e-2
+1.8676000e+3	+1.0958264e+0	+0.1051418e-2
+1.8678000e+3	+1.0787359e+0	+0.1046661e-2
+1.8680000e+3	+1.0946057e+0	+0.1046661e-2
+1.8682000e+3	+1.0994886e+0	+0.1022877e-2
+1.8684000e+3	+1.0854501e+0	+0.9657958e-3
+1.8686000e+3	+1.0976574e+0	+0.1020499e-2
+1.8688000e+3	+1.0946057e+0	+0.1034769e-2
+1.8690000e+3	+1.0946057e+0	+0.1022877e-2
+1.8692000e+3	+1.0866708e+0	+0.1047850e-2
+1.8694000e+3	+1.0897226e+0	+0.1025255e-2
+1.8696000e+3	+1.0903330e+0	+0.1010985e-2
+1.8698000e+3	+1.0964367e+0	+0.1003850e-2
+1.8700000e+3	+1.0994886e+0	+0.1027634e-2
+1.8702000e+3	+1.0946057e+0	+0.0991958e-2
+1.8704000e+3	+1.0939952e+0	+0.1015742e-2
+1.8706000e+3	+1.1025405e+0	+0.1020499e-2
+1.8708000e+3	+1.1000990e+0	+0.0991958e-2
+1.8710000e+3	+1.0976574e+0	+0.1008607e-2
+1.8712000e+3	+1.1049820e+0	+0.1020499e-2
+1.8714000e+3	+1.1025405e+0	+0.1014553e-2
+1.8716000e+3	+1.1049820e+0	+0.1039526e-2
+1.8718000e+3	+1.1049820e+0	+0.1016931e-2
+1.8720000e+3	+1.1055924e+0	+0.1037147e-2
+1.8722000e+3	+1.0970471e+0	+0.1008607e-2
+1.8724000e+3	+1.1037612e+0	+0.1047850e-2
+1.8726000e+3	+1.1043715e+0	+0.1037147e-2
+1.8728000e+3	+1.0994886e+0	+0.0994336e-2
+1.8730000e+3	+1.1007093e+0	+0.1020499e-2
+1.8732000e+3	+1.1049820e+0	+0.1020499e-2
+1.8734000e+3	+1.0988783e+0	+0.1026444e-2
+1.8736000e+3	+1.1068131e+0	+0.1037147e-2
+1.8738000e+3	+1.1049820e+0	+0.1027634e-2
+1.8740000e+3	+1.1049820e+0	+0.1012174e-2
+1.8742000e+3	+1.1043715e+0	+0.1056174e-2
+1.8744000e+3	+1.1049820e+0	+0.0991958e-2
+1.8746000e+3	+1.1000990e+0	+0.1009796e-2
+1.8748000e+3	+1.1086442e+0	+0.1020499e-2
+1.8750000e+3	+1.1123065e+0	+0.1027634e-2
+1.8752000e+3	+1.1074234e+0	+0.1049039e-2
+1.8754000e+3	+1.1074234e+0	+0.1013363e-2
+1.8756000e+3	+1.1080339e+0	+0.1031201e-2
+1.8758000e+3	+1.1074234e+0	+0.1002661e-2
+1.8760000e+3	+1.1074234e+0	+0.1033580e-2
+1.8762000e+3	+1.1086442e+0	+0.1044282e-2
+1.8764000e+3	+1.1135272e+0	+0.1012174e-2
+1.8766000e+3	+1.1104753e+0	+0.1027634e-2
+1.8768000e+3	+1.1068131e+0	+0.1009796e-2
+1.8770000e+3	+1.1123065e+0	+0.1001472e-2
+1.8772000e+3	+1.1037612e+0	+0.1003850e-2
+1.8774000e+3	+1.1031508e+0	+0.1014553e-2
+1.8776000e+3	+1.1098650e+0	+0.1032391e-2
+1.8778000e+3	+1.1123065e+0	+0.1028823e-2
+1.8780000e+3	+1.1086442e+0	+0.1035958e-2
+1.8782000e+3	+1.1062027e+0	+0.1020499e-2
+1.8784000e+3	+1.1037612e+0	+0.1015742e-2
+1.8786000e+3	+1.1037612e+0	+0.1041904e-2
+1.8788000e+3	+1.1007093e+0	+0.1008607e-2
+1.8790000e+3	+1.1049820e+0	+0.1001472e-2
+1.8792000e+3	+1.0970471e+0	+0.1027634e-2
+1.8794000e+3	+1.1031508e+0	+0.1053796e-2
+1.8796000e+3	+1.1000990e+0	+0.1015742e-2
+1.8798000e+3	+1.1062027e+0	+0.1040715e-2
+1.8800000e+3	+1.1007093e+0	+0.0988390e-2
+1.8802000e+3	+1.0988783e+0	+0.1001472e-2
+1.8804000e+3	+1.1049820e+0	+0.1039526e-2
+1.8806000e+3	+1.0982679e+0	+0.1002661e-2
+1.8808000e+3	+1.0939952e+0	+0.1040715e-2
+1.8810000e+3	+1.1007093e+0	+0.1001472e-2
+1.8812000e+3	+1.1025405e+0	+0.1040715e-2
+1.8814000e+3	+1.0946057e+0	+0.1001472e-2
+1.8816000e+3	+1.1019301e+0	+0.1039526e-2
+1.8818000e+3	+1.0994886e+0	+0.1027634e-2
+1.8820000e+3	+1.1031508e+0	+0.1034769e-2
+1.8822000e+3	+1.1080339e+0	+0.1025255e-2
+1.8824000e+3	+1.1074234e+0	+0.1001472e-2
+1.8826000e+3	+1.1049820e+0	+0.0983634e-2
+1.8828000e+3	+1.1104753e+0	+0.1027634e-2
+1.8830000e+3	+1.1068131e+0	+0.1037147e-2
+1.8832000e+3	+1.1037612e+0	+0.1020499e-2
+1.8834000e+3	+1.1062027e+0	+0.1009796e-2
+1.8836000e+3	+1.1055924e+0	+0.1008607e-2
+1.8838000e+3	+1.1025405e+0	+0.1027634e-2
+1.8840000e+3	+1.1080339e+0	+0.1021688e-2
+1.8842000e+3	+1.0994886e+0	+0.1030012e-2
+1.8844000e+3	+1.1068131e+0	+0.0984823e-2
+1.8846000e+3	+1.1062027e+0	+0.1020499e-2
+1.8848000e+3	+1.1049820e+0	+0.0993147e-2
+1.8850000e+3	+1.1092546e+0	+0.1001472e-2
+1.8852000e+3	+1.1049820e+0	+0.1012174e-2
+1.8854000e+3	+1.1092546e+0	+0.1030012e-2
+1.8856000e+3	+1.1043715e+0	+0.1027634e-2
+1.8858000e+3	+1.1013198e+0	+0.1025255e-2
+1.8860000e+3	+1.1019301e+0	+0.1037147e-2
+1.8862000e+3	+1.1055924e+0	+0.1020499e-2
+1.8864000e+3	+1.1098650e+0	+0.1027634e-2
+1.8866000e+3	+1.1068131e+0	+0.1016931e-2
+1.8868000e+3	+1.1055924e+0	+0.1059742e-2
+1.8870000e+3	+1.1049820e+0	+0.1020499e-2
+1.8872000e+3	+1.1000990e+0	+0.1047850e-2
+1.8874000e+3	+1.1037612e+0	+0.1032391e-2
+1.8876000e+3	+1.0964367e+0	+0.1027634e-2
+1.8878000e+3	+1.1049820e+0	+0.1015742e-2
+1.8880000e+3	+1.1074234e+0	+0.1037147e-2
+1.8882000e+3	+1.1000990e+0	+0.1012174e-2
+1.8884000e+3	+1.1025405e+0	+0.1033580e-2
+1.8886000e+3	+1.1037612e+0	+0.1044282e-2
+1.8888000e+3	+1.0970471e+0	+0.1031201e-2
+1.8890000e+3	+1.0854501e+0	+0.1015742e-2
+1.8892000e+3	+1.1098650e+0	+0.1027634e-2
+1.8894000e+3	+1.0976574e+0	+0.1020499e-2
+1.8896000e+3	+1.0811775e+0	+0.1002661e-2
+1.8898000e+3	+1.1025405e+0	+0.1010985e-2
+1.8900000e+3	+1.0946057e+0	+0.1020499e-2
+1.8902000e+3	+1.0872811e+0	+0.0989580e-2
+1.8904000e+3	+1.1049820e+0	+0.1037147e-2
+1.8906000e+3	+1.0927745e+0	+0.1001472e-2
+1.8908000e+3	+1.0939952e+0	+0.1015742e-2
+1.8910000e+3	+1.0885019e+0	+0.1031201e-2
+1.8912000e+3	+1.0939952e+0	+0.1041904e-2
+1.8914000e+3	+1.0866708e+0	+0.1024066e-2
+1.8916000e+3	+1.0970471e+0	+0.1058553e-2
+1.8918000e+3	+1.0946057e+0	+0.1027634e-2
+1.8920000e+3	+1.0854501e+0	+0.1015742e-2
+1.8922000e+3	+1.0994886e+0	+0.1047850e-2
+1.8924000e+3	+1.0915538e+0	+0.1032391e-2
+1.8926000e+3	+1.0927745e+0	+0.1005039e-2
+1.8928000e+3	+1.0860604e+0	+0.1031201e-2
+1.8930000e+3	+1.0946057e+0	+0.1001472e-2
+1.8932000e+3	+1.0885019e+0	+0.1001472e-2
+1.8934000e+3	+1.0872811e+0	+0.1012174e-2
+1.8936000e+3	+1.0897226e+0	+0.1003850e-2
+1.8938000e+3	+1.0799567e+0	+0.1059742e-2
+1.8940000e+3	+1.0805671e+0	+0.0990769e-2
+1.8942000e+3	+1.0903330e+0	+0.1015742e-2
+1.8944000e+3	+1.0708011e+0	+0.1049039e-2
+1.8946000e+3	+1.0927745e+0	+0.1003850e-2
+1.8948000e+3	+1.0982679e+0	+0.1012174e-2
+1.8950000e+3	+1.0659181e+0	+0.1001472e-2
+1.8952000e+3	+1.0854501e+0	+0.1043093e-2
+1.8954000e+3	+1.0872811e+0	+0.1053796e-2
+1.8956000e+3	+1.0695803e+0	+0.1043093e-2
+1.8958000e+3	+1.0854501e+0	+0.1020499e-2
+1.8960000e+3	+1.0903330e+0	+0.0982445e-2
+1.8962000e+3	+1.0799567e+0	+0.0989580e-2
+1.8964000e+3	+1.0964367e+0	+0.0996715e-2
+1.8966000e+3	+1.0854501e+0	+0.1010985e-2
+1.8968000e+3	+1.0854501e+0	+0.1047850e-2
+1.8970000e+3	+1.0781256e+0	+0.1008607e-2
+1.8972000e+3	+1.0885019e+0	+0.1046661e-2
+1.8974000e+3	+1.0811775e+0	+0.1022877e-2
+1.8976000e+3	+1.0750737e+0	+0.1039526e-2
+1.8978000e+3	+1.0903330e+0	+0.1010985e-2
+1.8980000e+3	+1.0854501e+0	+0.1012174e-2
+1.8982000e+3	+1.0750737e+0	+0.0991958e-2
+1.8984000e+3	+1.0836189e+0	+0.1053796e-2
+1.8986000e+3	+1.0823982e+0	+0.1015742e-2
+1.8988000e+3	+1.0793463e+0	+0.1044282e-2
+1.8990000e+3	+1.0897226e+0	+0.1064499e-2
+1.8992000e+3	+1.0750737e+0	+0.1033580e-2
+1.8994000e+3	+1.0781256e+0	+0.1001472e-2
+1.8996000e+3	+1.0701907e+0	+0.1040715e-2
+1.8998000e+3	+1.0811775e+0	+0.1022877e-2
+1.9000000e+3	+1.0750737e+0	+0.1001472e-2
+1.9002000e+3	+1.0701907e+0	+0.1008607e-2
+1.9004000e+3	+1.0726322e+0	+0.1034769e-2
+1.9006000e+3	+1.0738530e+0	+0.1031201e-2
+1.9008000e+3	+1.0701907e+0	+0.1058553e-2
+1.9010000e+3	+1.0769048e+0	+0.1016931e-2
+1.9012000e+3	+1.0854501e+0	+0.1022877e-2
+1.9014000e+3	+1.0695803e+0	+0.1001472e-2
+1.9016000e+3	+1.0750737e+0	+0.0993147e-2
+1.9018000e+3	+1.0750737e+0	+0.1010985e-2
+1.9020000e+3	+1.0689700e+0	+0.1024066e-2
+1.9022000e+3	+1.0799567e+0	+0.1001472e-2
+1.9024000e+3	+1.0720218e+0	+0.1027634e-2
+1.9026000e+3	+1.0732425e+0	+0.1020499e-2
+1.9028000e+3	+1.0738530e+0	+0.1021688e-2
+1.9030000e+3	+1.0396721e+0	+0.1005039e-2
+1.9032000e+3	+1.0573729e+0	+0.1012174e-2
+1.9034000e+3	+1.0750737e+0	+0.1022877e-2
+1.9036000e+3	+1.0726322e+0	+0.1043093e-2
+1.9038000e+3	+1.0726322e+0	+0.1032391e-2
+1.9040000e+3	+1.0732425e+0	+0.1020499e-2
+1.9042000e+3	+1.0695803e+0	+0.1025255e-2
+1.9044000e+3	+1.0695803e+0	+0.1012174e-2
+1.9046000e+3	+1.0720218e+0	+0.1001472e-2
+1.9048000e+3	+1.0701907e+0	+0.1003850e-2
+1.9050000e+3	+1.0701907e+0	+0.1015742e-2
+1.9052000e+3	+1.0750737e+0	+0.0995526e-2
+1.9054000e+3	+1.0738530e+0	+0.1025255e-2
+1.9056000e+3	+1.0732425e+0	+0.1001472e-2
+1.9058000e+3	+1.0720218e+0	+0.1034769e-2
+1.9060000e+3	+1.0708011e+0	+0.1026444e-2
+1.9062000e+3	+1.0744634e+0	+0.1006228e-2
+1.9064000e+3	+1.0750737e+0	+0.1008607e-2
+1.9066000e+3	+1.0762944e+0	+0.1020499e-2
+1.9068000e+3	+1.0750737e+0	+0.0996715e-2
+1.9070000e+3	+1.0854501e+0	+0.1034769e-2
+1.9072000e+3	+1.0781256e+0	+0.1010985e-2
+1.9074000e+3	+1.0762944e+0	+0.1047850e-2
+1.9076000e+3	+1.0854501e+0	+0.1025255e-2
+1.9078000e+3	+1.0842294e+0	+0.1035958e-2
+1.9080000e+3	+1.0799567e+0	+0.1035958e-2
+1.9082000e+3	+1.0799567e+0	+0.1034769e-2
+1.9084000e+3	+1.0836189e+0	+0.0983634e-2
+1.9086000e+3	+1.0793463e+0	+0.1010985e-2
+1.9088000e+3	+1.0787359e+0	+0.1009796e-2
+1.9090000e+3	+1.0799567e+0	+0.1064499e-2
+1.9092000e+3	+1.0769048e+0	+0.1020499e-2
+1.9094000e+3	+1.0769048e+0	+0.1013363e-2
+1.9096000e+3	+1.0799567e+0	+0.1030012e-2
+1.9098000e+3	+1.0775152e+0	+0.1025255e-2
+1.9100000e+3	+1.0769048e+0	+0.1047850e-2
+1.9102000e+3	+1.0726322e+0	+0.1014553e-2
+1.9104000e+3	+1.0701907e+0	+0.1025255e-2
+1.9106000e+3	+1.0781256e+0	+0.1024066e-2
+1.9108000e+3	+1.0726322e+0	+0.1032391e-2
+1.9110000e+3	+1.0738530e+0	+0.1028823e-2
+1.9112000e+3	+1.0744634e+0	+0.1006228e-2
+1.9114000e+3	+1.0769048e+0	+0.1016931e-2
+1.9116000e+3	+1.0708011e+0	+0.1024066e-2
+1.9118000e+3	+1.0799567e+0	+0.0987201e-2
+1.9120000e+3	+1.0732425e+0	+0.0980066e-2
+1.9122000e+3	+1.0714115e+0	+0.1047850e-2
+1.9124000e+3	+1.0744634e+0	+0.0993147e-2
+1.9126000e+3	+1.0744634e+0	+0.1015742e-2
+1.9128000e+3	+1.0695803e+0	+0.1024066e-2
+1.9130000e+3	+1.0732425e+0	+0.1018120e-2
+1.9132000e+3	+1.0762944e+0	+0.1009796e-2
+1.9134000e+3	+1.0738530e+0	+0.1020499e-2
+1.9136000e+3	+1.0732425e+0	+0.1009796e-2
+1.9138000e+3	+1.0799567e+0	+0.1058553e-2
+1.9140000e+3	+1.0750737e+0	+0.1027634e-2
+1.9142000e+3	+1.0744634e+0	+0.1040715e-2
+1.9144000e+3	+1.0726322e+0	+0.1008607e-2
+1.9146000e+3	+1.0781256e+0	+0.1009796e-2
+1.9148000e+3	+1.0732425e+0	+0.1001472e-2
+1.9150000e+3	+1.0817878e+0	+0.1016931e-2
+1.9152000e+3	+1.0714115e+0	+0.1020499e-2
+1.9154000e+3	+1.0701907e+0	+0.1020499e-2
+1.9156000e+3	+1.0726322e+0	+0.1020499e-2
+1.9158000e+3	+1.0732425e+0	+0.1040715e-2
+1.9160000e+3	+1.0726322e+0	+0.1007417e-2
+1.9162000e+3	+1.0781256e+0	+0.0989580e-2
+1.9164000e+3	+1.0732425e+0	+0.0989580e-2
+1.9166000e+3	+1.0708011e+0	+0.1020499e-2
+1.9168000e+3	+1.0726322e+0	+0.1005039e-2
+1.9170000e+3	+1.0744634e+0	+0.1038336e-2
+1.9172000e+3	+1.0781256e+0	+0.1056174e-2
+1.9174000e+3	+1.0921642e+0	+0.1001472e-2
+1.9176000e+3	+1.0720218e+0	+0.1072823e-2
+1.9178000e+3	+1.0726322e+0	+0.1033580e-2
+1.9180000e+3	+1.0891123e+0	+0.1024066e-2
+1.9182000e+3	+1.0695803e+0	+0.9729309e-3
+1.9184000e+3	+1.0677493e+0	+0.1024066e-2
+1.9186000e+3	+1.0799567e+0	+0.1018120e-2
+1.9188000e+3	+1.0689700e+0	+0.1047850e-2
+1.9190000e+3	+1.0708011e+0	+0.1028823e-2
+1.9192000e+3	+1.0781256e+0	+0.0990769e-2
+1.9194000e+3	+1.0756841e+0	+0.1031201e-2
+1.9196000e+3	+1.0708011e+0	+0.1077580e-2
+1.9198000e+3	+1.0811775e+0	+0.1001472e-2
+1.9200000e+3	+1.0714115e+0	+0.1065688e-2
+1.9202000e+3	+1.0762944e+0	+0.1020499e-2
+1.9204000e+3	+1.0823982e+0	+0.0993147e-2
+1.9206000e+3	+1.0701907e+0	+0.1002661e-2
+1.9208000e+3	+1.0726322e+0	+0.1010985e-2
+1.9210000e+3	+1.0762944e+0	+0.1027634e-2
+1.9212000e+3	+1.0689700e+0	+0.1034769e-2
+1.9214000e+3	+1.0701907e+0	+0.1039526e-2
+1.9216000e+3	+1.0854501e+0	+0.1024066e-2
+1.9218000e+3	+1.0708011e+0	+0.1015742e-2
+1.9220000e+3	+1.0726322e+0	+0.1028823e-2
+1.9222000e+3	+1.0756841e+0	+0.1012174e-2
+1.9224000e+3	+1.0708011e+0	+0.1037147e-2
+1.9226000e+3	+1.0659181e+0	+0.1040715e-2
+1.9228000e+3	+1.0756841e+0	+0.1003850e-2
+1.9230000e+3	+1.0689700e+0	+0.1037147e-2
+1.9232000e+3	+1.0811775e+0	+0.1047850e-2
+1.9234000e+3	+1.0762944e+0	+0.1053796e-2
+1.9236000e+3	+1.0714115e+0	+0.1027634e-2
+1.9238000e+3	+1.0756841e+0	+0.1037147e-2
+1.9240000e+3	+1.0775152e+0	+0.1020499e-2
+1.9242000e+3	+1.0744634e+0	+0.1006228e-2
+1.9244000e+3	+1.0683596e+0	+0.1035958e-2
+1.9246000e+3	+1.0903330e+0	+0.1020499e-2
+1.9248000e+3	+1.0695803e+0	+0.1041904e-2
+1.9250000e+3	+1.0720218e+0	+0.1025255e-2
+1.9252000e+3	+1.0836189e+0	+0.0997904e-2
+1.9254000e+3	+1.0701907e+0	+0.1049039e-2
+1.9256000e+3	+1.0671389e+0	+0.1032391e-2
+1.9258000e+3	+1.0964367e+0	+0.1074012e-2
+1.9260000e+3	+1.0646974e+0	+0.1005039e-2
+1.9262000e+3	+1.0732425e+0	+0.1020499e-2
+1.9264000e+3	+1.0823982e+0	+0.1062120e-2
+1.9266000e+3	+1.0744634e+0	+0.1013363e-2
+1.9268000e+3	+1.0781256e+0	+0.1034769e-2
+1.9270000e+3	+1.0988783e+0	+0.1013363e-2
+1.9272000e+3	+1.0714115e+0	+0.1001472e-2
+1.9274000e+3	+1.0695803e+0	+0.1015742e-2
+1.9276000e+3	+1.0988783e+0	+0.1039526e-2
+1.9278000e+3	+1.0708011e+0	+0.1025255e-2
+1.9280000e+3	+1.0744634e+0	+0.1008607e-2
+1.9282000e+3	+1.0970471e+0	+0.1014553e-2
+1.9284000e+3	+1.0701907e+0	+0.1025255e-2
+1.9286000e+3	+1.0744634e+0	+0.1065688e-2
+1.9288000e+3	+1.1025405e+0	+0.1053796e-2
+1.9290000e+3	+1.0665284e+0	+0.1003850e-2
+1.9292000e+3	+1.0793463e+0	+0.1008607e-2
+1.9294000e+3	+1.0909435e+0	+0.1015742e-2
+1.9296000e+3	+1.0714115e+0	+0.1008607e-2
+1.9298000e+3	+1.0756841e+0	+0.0991958e-2
+1.9300000e+3	+1.1037612e+0	+0.1030012e-2
+1.9302000e+3	+1.0720218e+0	+0.1038336e-2
+1.9304000e+3	+1.0946057e+0	+0.1031201e-2
+1.9306000e+3	+1.1000990e+0	+0.0982445e-2
+1.9308000e+3	+1.0671389e+0	+0.0982445e-2
+1.9310000e+3	+1.0866708e+0	+0.1012174e-2
+1.9312000e+3	+1.1049820e+0	+0.1022877e-2
+1.9314000e+3	+1.0762944e+0	+0.1047850e-2
+1.9316000e+3	+1.0903330e+0	+0.1047850e-2
+1.9318000e+3	+1.1068131e+0	+0.1022877e-2
+1.9320000e+3	+1.0744634e+0	+0.1050228e-2
+1.9322000e+3	+1.0854501e+0	+0.1039526e-2
+1.9324000e+3	+1.0921642e+0	+0.1012174e-2
+1.9326000e+3	+1.0695803e+0	+0.1025255e-2
+1.9328000e+3	+1.0970471e+0	+0.1005039e-2
+1.9330000e+3	+1.0946057e+0	+0.1030012e-2
+1.9332000e+3	+1.0701907e+0	+0.1057363e-2
+1.9334000e+3	+1.0976574e+0	+0.1009796e-2
+1.9336000e+3	+1.0958264e+0	+0.0995526e-2
+1.9338000e+3	+1.0738530e+0	+0.0996715e-2
+1.9340000e+3	+1.0921642e+0	+0.1030012e-2
+1.9342000e+3	+1.1000990e+0	+0.1001472e-2
+1.9344000e+3	+1.0769048e+0	+0.1025255e-2
+1.9346000e+3	+1.0903330e+0	+0.0996715e-2
+1.9348000e+3	+1.1013198e+0	+0.0993147e-2
+1.9350000e+3	+1.0799567e+0	+0.1010985e-2
+1.9352000e+3	+1.0878916e+0	+0.1041904e-2
+1.9354000e+3	+1.0976574e+0	+0.0997904e-2
+1.9356000e+3	+1.0744634e+0	+0.1044282e-2
+1.9358000e+3	+1.0976574e+0	+0.1034769e-2
+1.9360000e+3	+1.1049820e+0	+0.1001472e-2
+1.9362000e+3	+1.0854501e+0	+0.1046661e-2
+1.9364000e+3	+1.0927745e+0	+0.1040715e-2
+1.9366000e+3	+1.1025405e+0	+0.1047850e-2
+1.9368000e+3	+1.0854501e+0	+0.1022877e-2
+1.9370000e+3	+1.1007093e+0	+0.1013363e-2
+1.9372000e+3	+1.1074234e+0	+0.1069255e-2
+1.9374000e+3	+1.0885019e+0	+0.1028823e-2
+1.9376000e+3	+1.0939952e+0	+0.1039526e-2
+1.9378000e+3	+1.1068131e+0	+0.1010985e-2
+1.9380000e+3	+1.0854501e+0	+0.1009796e-2
+1.9382000e+3	+1.1019301e+0	+0.1046661e-2
+1.9384000e+3	+1.1055924e+0	+0.0996715e-2
+1.9386000e+3	+1.0927745e+0	+0.1010985e-2
+1.9388000e+3	+1.1049820e+0	+0.1006228e-2
+1.9390000e+3	+1.1025405e+0	+0.1008607e-2
+1.9392000e+3	+1.0927745e+0	+0.0993147e-2
+1.9394000e+3	+1.1049820e+0	+0.1014553e-2
+1.9396000e+3	+1.1074234e+0	+0.1001472e-2
+1.9398000e+3	+1.0891123e+0	+0.0991958e-2
+1.9400000e+3	+1.1025405e+0	+0.0987201e-2
+1.9402000e+3	+1.1049820e+0	+0.1025255e-2
+1.9404000e+3	+1.0946057e+0	+0.1002661e-2
+1.9406000e+3	+1.1062027e+0	+0.1020499e-2
+1.9408000e+3	+1.1049820e+0	+0.1020499e-2
+1.9410000e+3	+1.0854501e+0	+0.1015742e-2
+1.9412000e+3	+1.0994886e+0	+0.1043093e-2
+1.9414000e+3	+1.1025405e+0	+0.1031201e-2
+1.9416000e+3	+1.0958264e+0	+0.1020499e-2
+1.9418000e+3	+1.1074234e+0	+0.1001472e-2
+1.9420000e+3	+1.1025405e+0	+0.1037147e-2
+1.9422000e+3	+1.0946057e+0	+0.1001472e-2
+1.9424000e+3	+1.1055924e+0	+0.1028823e-2
+1.9426000e+3	+1.1074234e+0	+0.1062120e-2
+1.9428000e+3	+1.1025405e+0	+0.1027634e-2
+1.9430000e+3	+1.1049820e+0	+0.0996715e-2
+1.9432000e+3	+1.1055924e+0	+0.1014553e-2
+1.9434000e+3	+1.1092546e+0	+0.1040715e-2
+1.9436000e+3	+1.1049820e+0	+0.1020499e-2
+1.9438000e+3	+1.1135272e+0	+0.1037147e-2
+1.9440000e+3	+1.1080339e+0	+0.1028823e-2
+1.9442000e+3	+1.1025405e+0	+0.1030012e-2
+1.9444000e+3	+1.1055924e+0	+0.0996715e-2
+1.9446000e+3	+1.1055924e+0	+0.1013363e-2
+1.9448000e+3	+1.1129168e+0	+0.1020499e-2
+1.9450000e+3	+1.1123065e+0	+0.1037147e-2
+1.9452000e+3	+1.1123065e+0	+0.1006228e-2
